"file_name","nodc_sd2","year","description","ship_name","ship_shorthand","ship_code","basin_name","sub_basin_name"
"natl.1964.BA.55N_56N.joa","A1964BAP.TXT",1964,"A section of 5 stations from 55.033 degrees North to 56.033 degrees North, 14.033 degrees East to 15.066 degrees East. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. All stations have full depth casts. ","Baltyk","BA","67BA","Atlantic","Central-Eastern"
"natl.1964.BA.55N_56N_2.joa","A1964BAQ.TXT",1964,"A section of 12 stations from 55.1 degrees North to 56.75 degrees North, 16.983 degrees East to 19.683 degrees East. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. All stations have full depth casts. ","Baltyk","BA","67BA","Atlantic","Central-Eastern"
"natl.1964.EX.35N.joa","A1964EXA.TXT",1964,"A section of 6 stations along 35N, 75.171 degrees West to 73.316 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Explorer",NULL,"31EX","Atlantic","South-Western "
"natl.1964.EX.70W_67W.joa","A1964EXB.TXT",1964,"A section of 5 stations from 18.728 degrees North to 24 degrees North, 70.253 degrees West to 67.743 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Explorer",NULL,"31EX","Atlantic","Southern"
"natl.1964.EX.71W_70W.joa","A1964EXC.TXT",1964,"A section of 7 stations from 20.066 degrees North to 24 degrees North, 71.533 degrees West to 70.253 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Explorer",NULL,"31EX","Atlantic","South-Western "
"natl.1964.EX.75W_74W.joa","A1964EXD.TXT",1964,"A section of 8 stations from 34 degrees North to 35.1 degrees North, 75.35 degrees West to 74.266 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Explorer",NULL,"31EX","Atlantic","South-Western "
"natl.1964.SN.21N.joa","A1964SNA.TXT",1964,"A section of 7 stations along 21N, 69.086 degrees West to 20.62 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","M. S. Snellius","SN","64SN","Atlantic","Southern"
"natl.1964.VI.18N.joa","A1964VIA.TXT",1964,"A section of 6 stations along 18N, 62.661 degrees West to 18.613 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 5 full depth casts. ","Vidal","VI","74VI","Atlantic","Southern"
"natl.1964.VI.36N.joa","A1964VIB.TXT",1964,"A section of 4 stations along 36N, 10.166 degrees West to 6.808 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Vidal","VI","74VI","Atlantic","South-Eastern"
"natl.1964.VI.7W.joa","A1964VIC.TXT",1964,"A section of 4 stations from 34.28 degrees North to 36.25 degrees North, along 7W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Vidal","VI","74VI","Atlantic","South-Eastern"
"natl.1964.VI.9W_7W.joa","A1964VID.TXT",1964,"A section of 4 stations from 34.938 degrees North to 36.733 degrees North, 9.136 degrees West to 7.425 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. All stations have full depth casts. ","Vidal","VI","74VI","Atlantic","South-Eastern"
"natl.1965.AN.69W_66W.joa","A1965ANA.TXT",1965,"A section of 4 stations from 34.75 degrees North to 38.033 degrees North, 69.166 degrees West to 66.5 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 3 full depth casts. ","Atlantis II 4/63-Present","AN","31AN","Atlantic","Southern"
"natl.1965.CF.32W.joa","A1965CFA.TXT",1965,"A section of 11 stations from .133 degrees North to 6.983 degrees North, along 32W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Crawford","CF","31CF","Atlantic","North-Western"
"natl.1965.CF.36N.joa","A1965CFB.TXT",1965,"A section of 10 stations along 36N, 68.033 degrees West to 65.783 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. ","Crawford","CF","31CF","Atlantic","Central-Western"
"natl.1965.CF.36N_2.joa","A1965CFC.TXT",1965,"A section of 10 stations from 36.8 degrees North to 37 degrees North, 66.7 degrees West to 63.3 degrees West. All have temperature, salinity. Some have oxygen. None have phosphate, silicate, nitrate. ","Crawford","CF","31CF","Atlantic","Central-Western"
"natl.1965.CF.36N_3.joa","A1965CFD.TXT",1965,"A section of 5 stations from 36.5 degrees North to 36.516 degrees North, 73.983 degrees West to 71.916 degrees West. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. There are at least 3 full depth casts. ","Crawford","CF","31CF","Atlantic","Central-Western"
"natl.1965.CF.37N.joa","A1965CFE.TXT",1965,"A section of 7 stations along 37N, 73.483 degrees West to 70.5 degrees West. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. All stations have full depth casts. ","Crawford","CF","31CF","Atlantic","Central-Western"
"natl.1965.CF.37N_2.joa","A1965CFF.TXT",1965,"A section of 8 stations from 37.466 degrees North to 37.533 degrees North, 73 degrees West to 69.466 degrees West. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. There are at least 6 full depth casts. ","Crawford","CF","31CF","Atlantic","Central-Western"
"natl.1965.CF.37N_3.joa","A1965CFG.TXT",1965,"A section of 11 stations from 37.966 degrees North to 38.033 degrees North, 72.5 degrees West to 67.433 degrees West. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. There are at least 10 full depth casts. ","Crawford","CF","31CF","Atlantic","Central-Western"
"natl.1965.CF.38N.joa","A1965CFH.TXT",1965,"A section of 10 stations along 38N, 72 degrees West to 67.5 degrees West. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. All stations have full depth casts. ","Crawford","CF","31CF","Atlantic","Central-Western"
"natl.1965.CF.39N.joa","A1965CFI.TXT",1965,"A section of 11 stations along 39N, 71.5 degrees West to 66.5 degrees West. All have temperature, salinity. Most have oxygen. Some have phosphate, silicate. None have nitrate. There are at least 10 full depth casts. ","Crawford","CF","31CF","Atlantic","Central-Western"
"natl.1965.CF.39N_2.joa","A1965CFJ.TXT",1965,"A section of 7 stations from 39.483 degrees North to 39.5 degrees North, 69 degrees West to 66 degrees West. All have temperature, salinity. Most have oxygen. Some have phosphate, silicate. None have nitrate. All stations have full depth casts. ","Crawford","CF","31CF","Atlantic","Central-Western"
"natl.1965.CF.45W.joa","A1965CFK.TXT",1965,"A section of 22 stations from .283 degrees North to 10.016 degrees North, along 45W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Crawford","CF","31CF","Atlantic","North-Western"
"natl.1965.CF.47W.joa","A1965CFL.TXT",1965,"A section of 9 stations from 3 degrees North to 7 degrees North, along 47W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. ","Crawford","CF","31CF","Atlantic","Southern"
"natl.1965.CF.66W.joa","A1965CFM.TXT",1965,"A section of 8 stations from 35.75 degrees North to 37.5 degrees North, along 66W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Crawford","CF","31CF","Atlantic","Southern"
"natl.1965.CF.68W.joa","A1965CFN.TXT",1965,"A section of 6 stations from 30 degrees North to 35 degrees North, along 68W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Crawford","CF","31CF","Atlantic","Southern"
"natl.1965.CF.69W.joa","A1965CFO.TXT",1965,"A section of 8 stations from 29.5 degrees North to 35.5 degrees North, along 69W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Crawford","CF","31CF","Atlantic","Southern"
"natl.1965.CF.70W.joa","A1965CFP.TXT",1965,"A section of 6 stations from 39.675 degrees North to 41.331 degrees North, along 70W. All have salinity, oxygen, phosphate, nitrate. Most have temperature. None have silicate. There are at least 4 full depth casts. ","Crawford","CF","31CF","Atlantic","Central-Western"
"natl.1965.CF.71W.joa","A1965CFP.TXT",1965,"A section of 6 stations from 30 degrees North to 35 degrees North, along 71W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Crawford","CF","31CF","Atlantic","South-Western "
"natl.1965.CF.75W_71W.joa","A1965CFR.TXT",1965,"A section of 9 stations from 14.233 degrees North to 19.533 degrees North, 75.133 degrees West to 71.616 degrees West. All have temperature, salinity, oxygen, silicate. None have phosphate, nitrate. There are at least 7 full depth casts. ","Crawford","CF","31CF","Atlantic","South-Western "
"natl.1965.CF.76W.joa","A1965CFS.TXT",1965,"A section of 4 stations from 18.45 degrees North to 19.566 degrees North, along 76W. All have temperature, salinity, oxygen, silicate. None have phosphate, nitrate. There is at least 1 full depth cast. ","Crawford","CF","31CF","Atlantic","South-Western "
"natl.1965.CI.29N_31N.joa","A1965CIA.TXT",1965,"A section of 23 stations from 29.133 degrees North to 31.733 degrees North, 68.5 degrees West to 65.433 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 4 full depth casts. ","Chain","CI","31CI","Atlantic","Southern"
"natl.1965.CI.53W_49W.joa","A1965CIB.TXT",1965,"A section of 7 stations from 12.183 degrees North to 19.9 degrees North, 53.4 degrees West to 49.15 degrees West. All have temperature, oxygen, phosphate, silicate. Most have salinity. None have nitrate. ","Chain","CI","31CI","Atlantic","Southern"
"natl.1965.CI.58W_53W.joa","A1965CIC.TXT",1965,"A section of 5 stations from 14.6 degrees North to 19.9 degrees North, 58.583 degrees West to 53.4 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. ","Chain","CI","31CI","Atlantic","Southern"
"natl.1965.CI.65W_49W.joa","A1965CID.TXT",1965,"A section of 16 stations from 7.8 degrees North to 34.033 degrees North, 65.983 degrees West to 49.083 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. ","Chain","CI","31CI","Atlantic","Southern"
"natl.1965.CI.6N_12N.joa","A1965CIE.TXT",1965,"A section of 9 stations from 6.75 degrees North to 12.183 degrees North, 55.333 degrees West to 49.15 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There is at least 1 full depth cast. ","Chain","CI","31CI","Atlantic","Southern"
"natl.1965.CI.7N.joa","A1965CIF.TXT",1965,"A section of 7 stations along 7N, 54.983 degrees West to 49.083 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 3 full depth casts. ","Chain","CI","31CI","Atlantic","Southern"
"natl.1965.EX.34N_35N.joa","A1965EXA.TXT",1965,"A section of 6 stations from 34.6 degrees North to 35.783 degrees North, 76.633 degrees West to 73.983 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 4 full depth casts. ","Explorer",NULL,"31EX","Atlantic","South-Western "
"natl.1965.EX.35N.joa","A1965EXB.TXT",1965,"A section of 6 stations along 35N, 75.188 degrees West to 73.333 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 5 full depth casts. ","Explorer",NULL,"31EX","Atlantic","South-Western "
"natl.1965.EX.72W_71W.joa","A1965EXC.TXT",1965,"A section of 14 stations from 20.183 degrees North to 25.488 degrees North, 72.776 degrees West to 71.06 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 5 full depth casts. ","Explorer",NULL,"31EX","Atlantic","South-Western "
"natl.1965.EX.75W_73W.joa","A1965EXD.TXT",1965,"A section of 4 stations from 34.5 degrees North to 36.983 degrees North, 75.666 degrees West to 73.966 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Explorer",NULL,"31EX","Atlantic","South-Western "
"natl.1965.EX.75W_74W.joa","A1965EXE.TXT",1965,"A section of 8 stations from 33.916 degrees North to 35.1 degrees North, 75.333 degrees West to 74.333 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Explorer",NULL,"31EX","Atlantic","South-Western "
"natl.1965.EX.76W_75W.joa","A1965EXF.TXT",1965,"A section of 5 stations from 33.5 degrees North to 34.766 degrees North, 76.133 degrees West to 75.483 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Explorer",NULL,"31EX","Atlantic","South-Western "
"natl.1965.JP.0N_3N.joa","A1965JPA.TXT",1965,"A section of 4 stations from .5 degrees North to 3.5 degrees North, 46.866 degrees West to 35.5 degrees West. All have temperature, salinity. Some have oxygen, phosphate. None have silicate, nitrate. There are at least 2 full depth casts. ","J. E. Pillsbury","JP","31JP","Atlantic","North-Western"
"natl.1965.JP.28N.joa","A1965JPB.TXT",1965,"A section of 35 stations along 28N, 67.15 degrees West to 1.6 degrees West. All have temperature, salinity, oxygen. Most have phosphate. None have silicate, nitrate. ","J. E. Pillsbury","JP","31JP","Atlantic","Southern"
"natl.1965.JP.47W.joa","A1965JPC.TXT",1965,"A section of 7 stations from .5 degrees North to 6.5 degrees North, along 47W. All have temperature, salinity. Some have oxygen, phosphate. None have silicate, nitrate. There are at least 2 full depth casts. ","J. E. Pillsbury","JP","31JP","Atlantic","North-Western"
"natl.1965.JP.49W_46W.joa","A1965JPD.TXT",1965,"A section of 6 stations from 1.666 degrees North to 6.5 degrees North, 49.35 degrees West to 46.916 degrees West. All have temperature, salinity. Most have oxygen, phosphate. None have silicate, nitrate. There are at least 4 full depth casts. ","J. E. Pillsbury","JP","31JP","Atlantic","Southern"
"natl.1965.JP.54W_49W.joa","A1965JPE.TXT",1965,"A section of 6 stations from 2.033 degrees North to 9.5 degrees North, 54.666 degrees West to 49.1 degrees West. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. There are at least 4 full depth casts. ","J. E. Pillsbury","JP","31JP","Atlantic","Southern"
"natl.1965.LA.57W_55W.joa","A1965LAA.TXT",1965,"A section of 4 stations from 53 degrees North to 59 degrees North, 57 degrees West to 55 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Labrador","LA","18LA","Atlantic","North-Western"
